,
Kod,Tanım
2423.1.02,"Lizin, glutamik asit ve bunların tuzları; dörtlü amonyum tuzları ve hidroksitleri; fosfoamino lipidler; amidler ve bunların türevleri ve tuzları"
2423.1.03,"B.y.s. laktonlar, yalnızca azot atomları ile oluşan heterosiklik bileşikler; yapısında başka bir halkaya yapışmamış pirazol halkası olan bileşikler; yapısında bir pirimidin halkası veya piperazin halkası olan bileşikler,yapısında başka bir halkaya yapışmamış bir triazin, triazol veya fenotiazin halkası olan bileşikler; nükleik asitler ve bunların tuzları; hidantoin ve türevleri"
2423.1.04,Sülfonamidler
2423.1.05,"B.y.s. kimyaca saf şekerler; şeker eterleri, esterleri ve bunların b.y.s. tuzları"
2423.1.06,"Provitaminler, vitaminler ve bunların türevleri"
2423.1.07,Hormonlar ve bunların türevleri; başlangıçta hormon olarak kullanılan diğer steroidler
2423.1.08,"Glikozidler, bitkisel alkaloidler ve bunların tuzları, eterleri, esterleri ve diğer türevleri"
2423.1.09,Antibiyotikler
2423.1.10,Salgı bezleri ve diğer organlar ile bunların ekstreleri; b.y.s. diğer insan ve hayvan kaynaklı maddeler
2423.2.01,Penisilin veya diğer antibiyotikleri içeren ilaçlar
2423.2.02,"Antibiyotik içermeyen, hormonlu ilaçlar"
2423.2.03,"Antibiyotik ve hormon içermeyip, alkaloidleri veya bunların türevlerini içeren ilaçlar"
2423.2.04,Antiserumlar ve aşılar
2423.2.05,"Esası hormon veya spermisit olan, gebeliği önleyici kimyasal müstahzarlar"
2423.2.06,Teşhise yönelik reaktifler ve diğer eczacılık ürünleri
2423.2.07,"Yapışkan sargılar, katgütler ve benzeri maddeler; ilk yardım çantaları"
2424.1.01,Gliserin
2424.1.02,Organik yüzey aktif maddeler (sabun hariç)
2424.1.03,Sabun ve organik yüzey aktif ürünler ve sabun olarak kullanılan müstahzarlar
2424.1.04,Deterjanlar ve yıkama müstahzarları
2424.1.05,Oda parfümleri ve deodorantları
2424.1.06,Suni mumlar ve müstahzar mumlar
2424.1.07,"Ayakkabı, mobilya, yer döşemeleri, karoser, cam veya metal için kullanılan cilalar ve kremler"
2424.1.08,Ovalama macunları ve tozları ile benzeri temizlik müstahzarları
2424.2.01,Parfümler ve tuvalet suları (eau de toilet)
2424.2.02,Dudak ve göz makyaj müstahzarları
2424.2.03,Manikür ve pedikür müstahzarları
2424.2.04,Kozmetik veya tuvalet amaçlı pudralar
2424.2.05,"B.y.s. güzellik, makyaj ve cilt bakım müstahzarları (brozlaşma için kullanılanlar dahil)"
2424.2.06,"Şampuanlar, saç spreyleri (hair lacquers) ile perma veya saç düzleştirme müstahzarları"
2424.2.07,B.y.s. saç için kullanılan losyonlar ve diğer müstahzarlar
2424.2.08,Ağız ve diş sağlığı için kullanılan müstahzarlar (takma dişleri ağızda sabit tutmaya yarayan macun ve tozlar dahil)
2424.2.09,"Traş müstahzarları; vücut deodorantları ve terleme önleyici müstahzarlar; banyo müstahzarları; b.y.s. diğer parfümeri, kozmetik ve tuvalet müstahzarları"
2429.1.01,İtici tozlar ve müstahzar patlayıcı maddeler
2429.1.02,Emniyet fitilleri; infilak fitilleri; kapsüller; ateşleyici maddeler; elektrikli infilak ettirici maddeler
2429.1.03,Havai fişekler
2429.1.04,"İşaret fişekleri, yağmur roketleri, sis işaretleri, diğer piroteknik malzemeler (havai fişekler hariç)"
2429.2.01,Tutkal ve jelatinler
2429.3.01,Uçucu yağlar; koku veren madde karışımları
2429.4.01,"Fotoğraf levha ve filmleri ile anında baskılanan filmler (hassas, boş); fotoğraf basım kartları"
2429.4.02,Fotoğrafçılıkta kullanılan hassas emülsiyonlar; b.y.s. fotoğrafçılıkta kullanılan kimyasal müstahzarlar
2429.5.01,"Ses v.b. kayıtlarında kullanılan kaydedilmemiş malzemeler (plak, bant, v.b.) (sinema filmi hariç)"
2429.6.01,Kimyasal olarak değiştirilmiş hayvansal ve bitkisel yağlar; yenilemeyen bitkisel ve hayvansal yağların karışımı
2429.6.02,Yazı ve çizim mürekkepleri ve diğer mürekkepler (matbaa mürekkebi hariç)
2429.6.03,Yağlama müstahzarları
2429.6.04,Ateşlemeyi önleyici müstahzarlar; mineral yağlar ve benzeri ürünler için katkılar
2429.6.05,Hidrolik fren sıvıları; antifriz maddeler ve donmayı çözücü sıvılar
2429.6.06,B.y.s. pepton/protein maddeleri ve bunların türevleri; deri tozu
2429.6.07,"Modelleme macunları; dişçi mumu, dişçilikte kullanılan alçı esaslı müstahzarlar; yangın söndürme aletleri için dolgu maddeleri ve bileşimler; mikro-organizmaların geliştirilmesinde kullanılan müstahzar kültür ortamları; b.y.s. laboratuvarda veya teşhiste kullanılan karma reaktifler."
2429.6.08,"Disk, pul v.b. şekillerde, elektronikte kullanılmak üzere dope edilmiş kimyasal elementler"
2429.6.09,Aktif karbon
2429.6.10,Boyama maddeleri ve benzeri maddelerin sabitleştirilmesini veya boyama işlemini hızlandırmayı sağlayıcı finisaj maddeleri ve boya taşıyıcıları
2429.6.11,"Metal satıhların temizlemesinde kullanılan müstahzarlar; vulkanizasyon çabuklaştırıcı maddeler; b.y.s. kauçuk ve plastikler için plastifiyan ve stabilizatör bileşikler; b.y.s. reaksiyon başlatıcılar, hızlandırıcılar, katalizörler; b.y.s. karışım halinde alkalibenzenler ve alkalinaftalinler"
2429.6.12,"Dökümhane maçalarına veya kalıplarına özgü müstahzarlar bağlayıcılar, kimya ve yan sanayilerinin b.y.s. kimyasal ve artık ürünleri"
2429.6.13,B.y.s. diğer çeşitli kimyasal ürünler
2430.0.01,"Sentetik filament demetleri; sentetik devamsız lifler (karde edilmemiş, taranmamış)"
2430.0.02,"Naylon veya diğer poliamidlerden, yüksek mukavemetli iplikler; polyesterlerden, yüksek mukavemetli iplikler"
2430.0.03,Tekstürize ve diğer iplikler (tek kat)
2430.0.04,"Sentetik monofilamentler, şeritler ve benzerleri"
2430.0.05,"Suni filament demetleri ve suni devamsız lifler (karde edilmemiş, taranmamış)"
2430.0.06,Viskos ipeğinden yüksek mukavemetli iplik
2430.0.07,Suni tekstürize iplik ve tek katlı iplikler
2430.0.08,Monofilament; suni tekstil maddelerinden şeritler ve benzerleri
2430.0.09,Suni ve sentetik elyaf artıkları
2511.1.01,"Motorlu araçlarda kullanılan kauçuk tekerlekler (yeni, pnömatik)"
2511.1.02,"Motosiklet ve bisikletlerde kullanılan kauçuk tekerlekler (yeni, pnömatik)"
2511.1.03,"Otobüs, kamyon ve hava taşıtlarında kullanılan kauçuk tekerlekler (yeni, pnömatik)"
2511.1.04,Tarımsal makinelerde kullanılan kauçuk tekerlekler; diğer kauçuk tekerlekler (yeni ve havalı)
2511.1.05,"Dolgu lastikleri veya tekerlek bandajları, dış lastikler için değişebilir sırtlar, kolanlar; kauçuktan iç lastikler"
2511.1.06,Kauçuk lastiklere yeniden sırt geçirmede kullanılan profiller
2511.1.07,"Kauçuk tekerlekler (kullanılmış, pnömatik)"
2511.2.01,Lastiğe sırt geçirilmesi ve yeniden işlenmesi
2519.0.01,"BİRİNCİL formlarda levha, tabaka veya şerit halinde rejenere kauçuk"
2519.0.02,"Vulkanize edilmemiş kauçuk ve bundan yapılan eşyalar; vulkanize edilmiş kauçuktan levha, tabaka, şerit, çubuk ve profiller (sertleştirilmiş kauçuktan olanlar hariç)"
2519.0.03,"Vulkanize edilmiş kauçuktan tüp, boru ve hortumlar (sertleştirilmiş kauçuktan olanlar hariç)"
2519.0.04,Vulkanize edilmiş kauçuktan taşıyıcı kolonlar ve transmisyon kolonları
2519.0.05,Vulkanize edilmiş kauçuktan mensucat (lastik tekerlek dokumaları hariç)
2519.0.06,Vulkanize edilmiş kauçuktan giyim eşyaları ve aksesuarları (sert kauçuktan olanlar hariç)
2519.0.07,Vulkanize kauçuktan hijyenik eşyalar ve eczacılık ürünleri (emzikler dahil) (sert kauçuktan olanlar hariç)
2519.0.08,Vulkanize kauçuktan yer döşemeleri ve paspaslar (gözenekli kauçuktan olanlar hariç)
2519.0.09,B.y.s.vulkanize kauçuktan diğer eşyalar; tüm şekillerdeki sert kauçuk ve bundan yapılan eşyalar
2519.0.10,"Kauçuğun döküntü, kırpıntı ve artıkları (sert kauçuktan olanlar hariç) ve bunlardan elde edilen tozlar ve granüller"
2520.1.01,"Plastikten monofilamentler (enine kesiti >>1mm.), ince veya kalın çubuklar ve profiller"
2520.1.02,"Sertleştirilmiş protein veya selülozik maddelerden yapılmış suni bağırsaklar (sucuk, sosis ve salam kılıfları); sert boru ve hortumlar"
2520.1.03,"Plastikten diğer tüp, hortum, boru ve bağlantı elemanları"
2520.1.04,"Plastikten plakalar, levhalar, filmler, folyo ve şeritler (diğer maddelerle desteklenmemiş veya birleştirilmemiş)"
2520.1.05,"Plastikten diğer plakalar, levhalar, filmler, folyo ve şeritler (gözenekli)"
2520.1.06,"Plastikten diğer plakalar, levhalar, filmler, folyo ve şeritler (gözeneksiz)"
2520.2.01,Etilen polimerlerden torba ve çantalar (külahlar dahil)
2520.2.02,Diğer plastiklerden torba ve çantalar (külahlar dahil) (etilenden olanlar hariç)
2520.2.03,"Plastiklerden kutu, kasa, sandık ve benzeri eşyalar"
2520.2.04,"Plastikten damacana, şişe, matara ve benzeri eşyalar"
2520.2.05,Plastikten diğer ambalaj malzemeleri
2520.3.01,"Plastikten yer, duvar veya tavan kaplamaları (rulo veya kare şeklinde)"
2520.3.02,"Plastikten banyo küvetleri, lavabolar, bide ve alafranga tuvaletlerin oturak ve kapakları, sifon depoları v.b. hijyenik eşyalar"
2520.3.03,"Plastikten sarnıç, tank, fıçı ve benzeri kaplar (hacmi 300 Lt.' den büyük)"
2520.3.04,"Plastikten kapı, pencere ve bunların çerçeveleri ile pervazlar ve kapı eşikleri; panjurlar, storlar ve benzeri eşya ile bunların aksam ve parçaları"
2520.3.05,B.y.s. diğer plastik inşaat malzemeleri
2520.3.06,Plastikten prefabrik yapılar
2520.4.01,Plastikten giyim eşyaları ve aksesuarları (eldivenler dahil)
2520.4.02,"Kendinden yapışkanlı levhalar, plakalar, bantlar, şeritler, filmler, folyolar ve diğer yassı şekiller (genişliği << 20 cm.)"
2520.4.03,"Plastiklerden b.y.s. kendinden yapışkanlı bantlar, levhalar, plakalar, şeritler, filmler, folyolar ve diğer yassı şekiller"
2520.4.04,"Plastikten sofra eşyası, mutfak eşyası, diğer ev eşyası ve tuvalet eşyası"
2520.4.05,"Lamba, aydınlatma araçları ve ışıklı isim levhalarının b.y.s. aksam ve parçaları (plastikten)"
2520.4.06,"Plastikten veya kauçuktan kask, baret gibi koruyucu başlıklar, şapkalar ve başa giyilen diğer eşyalar"
2520.4.07,Plastikten elektrik izolasyon malzemeleri
2520.4.08,Plastikten büro veya okul malzemeleri
2520.4.09,"Plastikten mobilya, karoser v.b. için bağlantı elemanları; küçük heykeller ve diğer süs eşyaları"
2520.4.10,Plastik parçaların imalatına yönelik hizmetler
2610.1.01,"Dökülmüş, haddeden geçirilmiş, rulo hale getirilmiş veya üflenmiş cam (levha halinde) (başka işlemden geçirilmemiş)"
2610.1.02,"Float cam ve yüzeyi cilalanmış veya parlatılmış cam (levha halinde) (başka işlemden geçirilmemiş) (emici veya yansıtıcı tabakası olsun olmasın, fakat başka şekilde işlenmemiş)"
2610.2.01,"Kavislendirilmiş, kenarları işlenmiş, hakkedilmiş, delinmiş, emaye yapılmış veya başka bir şekilde işlenmiş, fakat başka maddelerle çerçevelenmemiş veya donatılmamış cam levha"
2610.2.02,Emniyet camları
2610.2.03,Çok katlı yalıtım camları; cam aynalar
2610.3.01,"Şişe, damacana, kavanoz, çanak ve tüpler (ampuller hariç); cam tıpa ve kapaklar"
2610.3.02,Bardaklar (cam seramiğinden olanlar hariç)
2610.3.03,"Büro, tuvalet veya diğer iç mekanların dekorasyonunda v.b. kullanılan, camdan yapılmış eşyalar"
2610.3.04,Vakumlu kaplar için camdan iç yüzeyler
2610.4.01,"Cam elyafından yapılmış fitiller, iplikler ve kırpılmış iplik telleri"
2610.4.02,"Cam elyafından cam tülü, örtü, keçe, şilte, pano v.b. eşyalar (dokunmuş kumaşlar hariç)"
2610.5.01,"İşlenmemiş külçe cam; işlenmemiş cam bilye, çubuk ve borular (küçük küreler hariç); cam kırıkları ve diğer cam döküntü ve artıkları"
2610.5.02,"Dökme veya kalıp camdan blokları, tuğlalar, karolar ve diğer eşyalar; kurşunlu lambalar ve benzerleri; blok, levha veya benzeri şekillerde, çok gözenekli ve köpüklü camlar"
2610.5.03,"Elektrik lambaları, katot-ışınlı tüpler ve benzerleri için cam zarflar ile bunların açık ve cam parçaları"
2610.5.04,Saat ve gözlük camları (optik olarak işlenmemiş); bu camların imalinde kullanılan parçalar
2610.5.05,Laboratuvarda veya eczacılıkta kullanılan cam eşyalar; hijyenik cam eşyalar; cam ampuller
2610.5.06,"Lamba ve aydınlatma araçlarının cam parçaları; ışıklı levhalar, isim tabelaları ve benzerleri"
2610.5.07,Camdan elektrik izolatörleri
2610.5.08,B.y.s. cam eşyalar
2691.1.01,Porselen veya çini mutfak ve sofra eşyası ile diğer ev ve tuvalet eşyaları
2691.1.02,"Seramikten mutfak, sofra eşyası, diğer ev ve tuvalet eşyaları (porselen veya çini olanlar hariç)"
2691.1.03,Seramikten heykelcikler ve diğer süs eşyaları
2691.2.01,Seramik sıhhi ürünler
2691.3.01,Seramik yalıtım malzemeleri
2691.4.01,"Laboratuvarlarda, kimyasal veya diğer teknik işlerde kullanılan seramik eşyalar (porselen veya çini)"
2691.4.02,"Laboratuvarlarda, kimyasal veya diğer teknik işlerde kullanılan seramik eşyalar (diğerleri)"
2691.5.01,"Tarım, nakliyat ve ambalajlamada kullanılan seramik ürünler"
2691.5.02,B.y.s. diğer seramik eşyalar (inşaat amaçlı olmayan)
2692.0.01,"Tuğlalar, bloklar, karolar ve benzeri seramik eşyalar"
2692.0.02,"İnşaat amaçlı, ateşe dayanıklı tuğlalar, bloklar, karolar ve benzeri seramik eşyalar (silisli fosil unları veya topraklarından olanlar hariç)"
2692.0.03,"Ateşe dayanıklı çimentolar, harçlar, betonlar v.b. b.y.s. karışımlar"
2692.0.04,Ateşe dayanıklı diğer seramik eşya
2693.1.01,Seramik karo ve kaldırım taşları
2693.2.01,"Ateşe dayanıksız seramik inşaat tuğlaları, döşeme blokları, destek veya dolgu karoları ve benzerleri"
2693.2.02,"Kiremitler, baca şapkaları, boruları, mimari düzenleme ve inşaat işinde kullanılan diğer seramik eşyalar"
2693.2.03,"Seramik borular, oluklar ve bağlantı parçaları"
2694.1.01,Klinker Çimentosu
2694.1.02,"Portland çimentosu, şaplı çimento, cüruf çimentosu ve su altında sertleşen diğer çimentolar"
2694.2.01,Kireç
2694.3.01,Alçı
2695.1.01,"Çimento, beton veya suni taştan karolar, döşeme taşları, tuğlalar ve benzeri ürünler"
2695.1.02,"Çimento, beton veya suni taştan inşaat amaçlı prefabrik yapı elemanları"
2695.1.03,"Çimento, beton veya suni taştan borular"
2695.1.04,Betondan yapılmış perfabrik yapılar
2695.2.01,İnşaat amaçlı alçı ürünleri
2695.3.01,Hazır beton
2695.4.01,Harç
2695.5.01,"Bitkisel liflerden, samandan veya ağaç artık ve döküntülerinden yapılmış, mineral bağlayıcılarla tutturulmuş, panolar, bloklar ve benzeri ürünler"
2695.5.02,Asbestli (amyantlı) ve selülozlu-lifli çimentodan veya benzerlerinden yapılan eşyalar
2695.6.01,B.y.s. alçı veya alçı esaslı diğer ürünler
2695.6.02,"B.y.s. çimento, beton ve suni taştan eşyalar"
2696.0.01,"İşlenmiş mermer, traverten ve su mermeri; bunların yapay olarak renklendirilmiş granül ve tozları"
2696.0.02,Diğer işlenmiş anıt ve bina taşları ile bunlardan yapılan eşyalar; yapay olarak renklendirilmiş diğer doğal taş toz ve granüller; aglomere edilmiş kayağantaş ürünleri
2699.1.01,"Değirmen taşları, bileği taşları ve çarkları ve benzerleri"
2699.1.02,"Dokuma kumaş, kağıt veya mukavvaya tutturulmuş aşındırıcı toz veya küçük taneler"
2699.2.01,"İşlenmiş asbest (amyant) lifleri; asbest esaslı karışımlar; bu karışımlardan yapılan ürünler; fren, debriyaj ve benzerlerinde sürtünmeyi sağlayıcı maddeler (monte edilmemiş)"
2699.2.02,Asfalt veya benzeri maddelerden yapılan ürünler
2699.2.03,"Doğal asfalt, bitüm, petrol bitümü, mineral katran veya zift esaslı, bitümlü karışımlar"
2699.2.04,"Suni , kolloidal veya yarı kolloidal grafit; grafit esaslı veya diğer karbon esaslı yarı mamül müstahzarlar"
2699.2.05,Suni korenden (korundum)
2699.2.06,B.y.s. metalik olmayan diğer mineral ürünleri
2710.1.01,"Dökme demir (pik demir) ve aynalı demir (spiegeleisen) (kütle, külçe, blok veya diğer birincil formlarda)"
2710.1.02,"Ferro-manganez (ağırlık olarak, % 2 den fazla karbon içerenler)"
2710.1.03,"Demir cevherinin doğrudan indirgenmesi ile elde edilen demirli ürünler ve diğer sünger görünüşlü demirli ürünler; (parça , topak v.b. şekillerde); minimum saflığı % 99.94 olan demir (parça, topak v.b. şekillerde)"
2710.1.04,"Demir veya alaşımsız çelikten külçeler, diğer birincil formlar ve yarı işlenmiş ürünler"
2710.1.05,"Paslanmaz çelik veya diğer alaşımlı çeliklerden külçeler, diğer birincil formlar ve yarı işlenmiş ürünler"
2710.1.06,Demir veya çelikten yassı ürünler
2710.1.07,Düzensiz sarılmış makaralarda filmaşin ve çubuklar (sıcak haddelenmiş)
2710.1.08,Diğer filmaşin ve çubuklar
2710.1.09,"Sadece sıcak haddelenmiş veya çekilmiş, bunların dışında bir işlemden geçirilmemiş demir veya alaşımsız çelikten profiller"
2710.1.10,Demir veya çelik palplanşlar
2710.1.11,Demiryolu yapımında kullanılan demir veya çelik malzemeler
2710.1.12,"Demir ve çelikten cüruf kumu, moloz ve diğer döküntüler"
2710.1.13,Dökme demir döküntü ve hurdaları
2710.1.14,Döküntü ve hurdaların yeniden ergitilmesi sonucu elde edilen külçeler (ECSC)
2710.2.01,"Dökme demirden tüp, boru ve içi boş profiller"
2710.2.02,Dökme demir veya çelikten boru bağlantı parçaları
2710.3.01,"Demir veya çelikten tüp, boru ve içi boş profiller"
2710.3.02,B.y.s. demir ve çelik tüp ve boru bağlantı parçaları
2710.4.01,Demir ve alaşımsız çelikten diğer çubuklar
2710.4.02,Demir veya alaşımsız çelikten profiller; alaşımlı çeliklerden diğer çubuklar (paslanmaz çelikten olanlar hariç)
2710.4.03,Paslanmaz çelikten çubuk ve profiller; alaşımlı çeliklerden profiller
2710.5.01,Demir ve alaşımsız çeliğin yassı yuvarlatılmış ürünleri (genişliği 500 mm. den küçük)
2710.5.02,Demir ve alaşımsız çelikten yassı yuvarlatılmış ürünler (genişliği 500 mm den az ve kaplanmış olanlar)
2710.5.03,Paslanmaz veya diğer alaşımlı çeliğin yassı yuvarlatılmış ürünleri (genişliği 500 mm. den az)
2710.6.01,Demir veya alaşımsız çelikten profiller
2710.6.02,Paslanmaz çelikten profiller
2710.7.01,Demir veya alaşımsız çelikten teller
2710.7.02,Paslanmaz çelik veya diğer alaşımlı çeliklerden teller
2710.8.01,Ferro-manganez (ağırlıkça % 2'den az karbon içerenler)
2710.8.02,Ferro-krom
2710.8.03,Ferro-nikel
2710.8.04,Diğer demir alaşımları
2710.8.05,"Dökme demir (pik demir), aynalı demir (spıegeleısen), demir veya çelikten granül ve tozlar"
2710.8.06,Demir veya alaşımsız çelikten yarı mamüller
2710.8.07,Paslanmaz çelik veya diğer alaşımlı çeliklerden yarı mamüller
2710.8.08,Demir veya çelikten dövülmüş çubuklar
2710.8.09,Demir veya çelikten profiller (kaynak yapılmış)
2710.8.10,Demiryolu yapımında kullanılan demir veya çelik malzemeler (kaynak yapılmış)
2710.8.11,Demir veya çelikten b.y.s. profiller
2710.8.12,Paslanmaz çelik veya diğer alaşımlı çeliklerden çubuklar
2720.1.01,"Gümüş (işlenmemiş, yarı işlenmiş veya toz halde)"
2720.1.02,"Altın (işlenmemiş, yarı işlenmiş veya toz halde)"
2720.1.03,"Platin (işlenmemiş, yarı işlenmiş veya toz halde)"
2720.1.04,Altın kaplamalı gümüş veya adi metaller (işlenmemiş veya yarı işlenmiş)
2720.1.05,"Gümüşle kaplanmış adi metaller; platinle kaplanmış altın, gümüş ve adi metaller (işlenmemiş veya yarı işlenmiş)"
2720.1.06,"Altın veya altınla kaplanmış metallerin döküntü, artık ve hurdaları"
2720.1.07,"Platin ve diğer değerli metallerin döküntü, artık ve hurdaları"
2720.2.01,İşlenmemiş alüminyum
2720.2.02,Alüminyum oksit (suni korendum hariç)
2720.2.03,Alüminyum tozları ve ince pulları
2720.2.04,Alüminyumdan profil ve çubuklar
2720.2.05,Alüminyum tel
2720.2.06,"Alüminyum saclar, levhalar ve şeritler (kalınlığı 0, 2 mm. yi geçenler)"
2720.2.07,"Alüminyum folyo (kalınlığı 0, 2 mm. den ince)"
2720.2.08,"Alüminyum tüp, boru ve bağlantı parçaları"
2720.2.09,Çoğunluğu alüminyumdan oluşan kül ve artıklar
2720.2.10,"Alüminyum döküntü, artık ve hurdaları"
2720.3.01,Kurşun (işlenmemiş)
2720.3.02,Çinko (işlenmemiş)
2720.3.03,Kalay (işlenmemiş)
2720.3.04,"Kurşun çubuk, profil ve teller"
2720.3.05,"Kurşun sac, levha, yaprak ve şeritler; kurşun tozları ve pulları"
2720.3.06,"Kurşun tüp, boru ve bağlantı elemanları"
2720.3.07,Çinko tozları ve pulları
2720.3.08,"Çinko çubuklar, profiller ve teller; çinko sac, levha, yaprak ve şeritler;"
2720.3.09,"Çinko tüp, boru ve bağlantı elemanları"
2720.3.10,"Kalay çubuk, profil ve teller"
2720.3.11,"Kalay sac, levha, folyo ve şeritler; kalay tozları ve pulları"
2720.3.12,Kalay borular ve bağlantı elemanları
2720.3.13,Çoğunluğu kurşun ve çinkodan oluşan kül ve artıklar
2720.3.14,"Kurşun, çinko ve kalay döküntü, artık ve hurdaları"
2720.4.01,Bakır matları; çöktürülmüş bakır
2720.4.02,Rafine edilmemiş bakır ve elektrolitik rafine için kullanılan bakır anotları
2720.4.03,Rafine edilmiş bakır ve bakır alaşımları (işlenmemiş); bakırın sertleştirme alaşımları (master alloy)
2720.4.04,Bakır tozları ve pulları
2720.4.05,Bakır çubuk ve profiller
2720.4.06,Bakır teller
2720.4.07,"Bakır sac, levha, yaprak ve şeritler (0, 15 mm.den kalın)"
2720.4.08,"Bakır folyo (0, 15 mm den ince)"
2720.4.09,"Bakır tüp, boru ve bağlantı elemanları"
2720.4.10,Çoğunluğu bakırdan oluşan kül ve artıklar
2720.4.11,"Bakır döküntü, artık ve hurdaları"
2720.5.01,Nikel matları; nikel oksit sinterleri ve nikel metalürjisinin diğer ara ürünleri
2720.5.02,İşlenmemiş nikel
2720.5.03,Nikel tozları ve pulları
2720.5.04,"Nikel çubuk, profil ve teller"
2720.5.05,"Nikel sac, levha, yaprak ve şeritler"
2720.5.06,"Nikel tüp, boru ve bağlantı elemanları"
2720.5.07,Diğer demir-dışı metaller ve bunların ürünleri; metal ve metal bileşikleri içeren kül ve artıklar
2720.5.08,Çoğunluğu diğer metal ve metal bileşiklerinden oluşan kül ve artıklar
2720.5.09,"Nikel döküntü, artık ve hurdaları"
2731.1.01,Dövülebilir demir döküm
2731.1.02,Küremsi demir döküm
2731.1.03,Gri demir döküm
2731.2.01,Çelik döküm
2732.1.01,Hafif metallerin dökümü
2732.2.01,Diğer demir-dışı metallerin dökümü
2811.1.01,Metal prefabrik yapılar
2811.1.02,Demir veya çelikten köprüler ve köprü aksamı
2811.1.03,Demir veya çelikten kuleler ve pilonlar
2811.1.04,"Demir, çelik veya alüminyumdan diğer yapılar, bunların aksamları, levha, çubuk, profil ve benzerleri"
2811.1.05,Metal yapıların yerinde kurulması
2811.2.01,"Demir, çelik veya alüminyumdan kapılar, pencereler ve bunların çerçeveleri ile eşikleri"
2812.1.01,"Demir, çelik veya alüminyumdan tank, sarnıç ve benzeri kaplar (hacmi 300 lt. den fazla)"
2812.1.02,"Demir, çelik veya alüminyumdan sıkıştırılmış veya sıvılaştırılmış gazlar için metal kaplar"
2812.1.03,"Tank, sarnıç ve metal muhafaza bakım ve onarımı"
2812.2.01,Demir veya çelikten merkezi ısıtma radyatörleri (elektrikle ısıtılanlar hariç)
2812.2.02,Merkezi ısıtma kazanları
2812.2.03,Merkezi ısıtma kazanlarının aksam ve parçaları
2812.2.04,Merkezi ısıtma kazanlarının bakım ve onarımı
2813.0.01,Buhar ve kızgın su kazanları
2813.0.02,Kazanlara yardımcı üniteler; su buharı veya diğer buhar güç üniteleri için kondansörler
2813.0.03,Buhar kazanlarının aksam ve parçaları
2813.0.04,Nükleer reaktörler
2813.0.05,Nükleer reaktörlerin aksam ve parçaları
2813.0.06,Buhar kazanlarının (merkezi sıcak su kazanları hariç) ve bunların boru donanımlarının kurulumu
2813.0.07,Buhar kazanlarının (merkezi sıcak su kazanları hariç) bakım ve onarımı
2891.0.01,Metallerin dövülmesi
2891.0.02,Metallerin baskılanması
2891.0.03,Diğer metal şekillendirme hizmetleri
2891.0.04,Toz metalürjisi
2892.1.01,Metalik kaplama hizmetleri
2892.1.02,Metalik olmayan kaplama hizmetleri
2892.1.03,Metal ısıl işlemleri (kaplama işlemleri hariç)
2892.1.04,Diğer yüzey işleme hizmetleri
2892.2.01,Genel makine mühendisliği
2893.1.01,"Bıçaklar (makineler için olanlar hariç), makaslar ve bunların ağızları"
2893.1.02,Usturalar ve traş bıçakları (şerit halindeki taslaklar dahil)
2893.1.03,Diğer kesici eşyalar; manikür veya pedikür takım ve aletleri
2893.1.04,"Kaşıklar, çatallar, kepçeler, delikli kepçeler, spatulalar, balık bıçakları, yağ bıçakları, şeker maşaları ve benzeri mutfak ve sofra eşyaları"
2893.2.01,Tarım veya ormancılıkta kullanılan el aletleri
2893.2.02,El testereleri; her türlü testere ağızları
2893.2.03,Diğer el aletleri
2893.2.04,El aletleri (her türlü) ve makineli aletler için değiştirilebilir aletler
2893.2.05,Diğer aletler
2893.3.01,Ham metallerden motorlu araçlarda ve mobilyalarda kullanılan kilitler; asma kilitler
2893.3.02,Ham metallerden diğer kilitler
2893.3.03,Kilidi olan mesnetli ve mesnetsiz kelepçeler; aksam ve parçalar; kilidi ile birlikte olmayan anahtarlar
2893.3.04,"Ham metallerden menteşeler; küçük tekerlekler; nakil vasıtaları için diğer donanım, tertibat v.b. eşya, otomatik kapı kapayıcılar"
2899.1.01,"Demir veya çelikten her türlü tank, varil, kutu v.b. muhafazalar (gazlar için olanlar hariç) (hacmi 50-300 litre arasında olanlar)"
2899.1.02,"Demir veya çelikten her türlü tank, varil, kutu v.b. muhafazalar (gazlar için olanlar hariç)) (hacmi 50 litreden küçük olanlar)"
2899.2.01,Hafif metalden ambalaj malzemeleri (alüminyumdan olanlar hariç)
2899.2.02,"Her türlü madde için, hacmi 300 lt yi geçmeyen alüminyum depo, fıçı, varil, bidon, kutu v.b. kaplar"
2899.2.03,"Adi metallerden tıpa, tıkaç ve kapaklar"
2899.3.01,"Demir veya çelikten demetlenmiş teller (toron), halat ve kablolar, örme halatlar, bucurgat halatları v.b. (elektrik yalıtımı yapılmamış olanlar)"
2899.3.02,"Demir veya çelikten dikenli teller; bakır veya alüminyumdan demetlenmiş teller, kablolar, örme halatlar ve benzerleri (elektrik yalıtımı yapılmamış olanlar)"
2899.3.03,"Demir, çelik veya bakır tellerden mensucat, ızgara, ağlar ve kafeslikler; metal depluvayve"
2899.3.04,"Küçük ve büyük çiviler, pünezler, oluklu ve yivli çiviler ve benzerleri"
2899.3.05,"Tel, çubuk, tüp, levha, elektrotlar (paslanmayı önleyici maddelerle kaplanmış)"
2899.3.06,"Elde kullanılan dikiş ve örgü iğneleri (tığ, şiş gibi) ve benzerleri"
