GTIP No,GTIP Açıklama,Adı ve Özelliği,Miktarı,Birimi,Mensei Doviz Tutari(Fob),Mensei Doviz Cinsi(Fob),KULLANILMIŞ MAKİNE,Makine Teçhizat Tipi,KDV Muafiyeti,Gümrük Vergisi Muafiyeti,Finansal Kiralama Mı,Finansal Kiralama İse Adet ,Finansal Kiralama İse Şirket,Gerçekleşen Adet,Gerçekleşen Tutar ,İade-Devir-Satış Var mı?,İade-Devir-Satış adet,İade Devir Satış Tutar
liste yan sayfada,liste yan sayfada,Metin,rakam,liste yan sayfada,rakam- binler hane nnokta-  virgülden sorna iki sıfır,liste yan sayfada,liste yan sayfada,liste yan sayfada,Evet/Hayır,Evet/Hayır,Evet/Hayır,rakam,metin,rakam,rakam- binler hane nnokta-  virgülden sorna iki sıfır,evet/Hayır,rakam,rakam- binler hane nnokta-  virgülden sorna iki sıfır
